name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year
new day,dLira,0.65,0.385,10,-16.637,1,0.0554,0.859,0.937,0.247,0.198,89.974,138667,4,2022
Fresh Brew,Odd Panda,0.726,0.198,9,-12.257,1,0.0715,0.801,0.901,0.103,0.234,84.049,150357,4,2022
buttercream,Pistachio,0.77,0.462,6,-8.393,0,0.0927,0.0642,0.786,0.121,0.513,80.013,146625,4,2022
balcony,kyoshi,0.584,0.252,8,-19.318,1,0.053,0.926,0.941,0.105,0.229,99.95,136900,4,2021
Plantonaut,Tonion,0.708,0.268,5,-16.752,0,0.0439,0.79,0.893,0.197,0.333,83.131,139518,4,2022
Bittersweet,Fallen Roses,0.474,0.402,2,-6.091,0,0.0334,0.716,0.775,0.143,0.151,84.038,182857,4,2022
purple,Sarent,0.619,0.267,5,-12.328,1,0.0808,0.779,0.0595,0.12,0.488,70.162,109723,4,2022
Silky Pleasure,Civin,0.574,0.492,5,-9.763,1,0.305,0.9,0.212,0.12,0.163,76.552,142703,4,2022
Il Tramonto,Sabato Scola,0.603,0.181,1,-18.449,1,0.145,0.806,0.776,0.293,0.82,138.978,144173,4,2022
Porte des Lilas,Nicolas Kluzek,0.694,0.244,0,-11.213,0,0.0531,0.719,0.837,0.158,0.152,77.991,123077,4,2022
Under the Stars,Noxz,0.6,0.311,0,-15.108,1,0.0413,0.79,0.901,0.111,0.861,81.995,143415,4,2022
reminder,flamingo zamperoni,0.844,0.271,0,-15.449,0,0.218,0.663,0.153,0.229,0.578,81.973,114000,4,2022
Priceless Vibe,Mujo,0.597,0.371,5,-10.443,1,0.0462,0.167,0.786,0.0854,0.615,62.706,110404,4,2022
Cosmic Dust,Saib,0.835,0.41,9,-14.696,0,0.0472,0.879,0.751,0.0694,0.279,122.976,175610,4,2022
love your family,Lofty,0.618,0.261,0,-13.526,1,0.0447,0.865,0.896,0.111,0.039,122.28,198857,1,2022
Lost South,FloFilz,0.74,0.452,10,-9.939,0,0.125,0.381,0.874,0.109,0.968,89.082,102465,4,2022
Elizabeth,Lætitia,0.745,0.502,9,-10.672,0,0.0703,0.452,0.671,0.0943,0.889,163.964,128781,3,2022
hazy night,Kinissue,0.5,0.238,3,-19.04,0,0.0308,0.881,0.888,0.111,0.0768,73.982,113639,4,2022
Shiny,RNDN,0.803,0.232,0,-15.402,1,0.12,0.921,0.681,0.147,0.731,99.971,129975,4,2022
Seed,Flingu,0.705,0.43,8,-9.465,1,0.103,0.0177,0.891,0.107,0.969,80.08,126857,4,2022
Beyond Time,Nogymx,0.73,0.435,0,-8.03,1,0.073,0.197,0.671,0.106,0.245,84.993,150605,4,2022
trust me,archipelago beats,0.809,0.498,6,-10.691,1,0.0559,0.795,0.878,0.102,0.762,179.961,144000,4,2022
Orange,Shalaq,0.698,0.204,5,-12.117,0,0.044,0.666,0.756,0.255,0.588,83.999,154286,4,2022
Sexta à noite,alxnd.,0.738,0.251,6,-18.303,0,0.0585,0.888,0.86,0.0804,0.823,89.991,112000,4,2022
Monkey Business,Avatron,0.733,0.513,6,-8.052,1,0.0448,0.162,0.748,0.673,0.79,80.008,129000,4,2022
Low 5,Beatnugget,0.733,0.301,3,-8.049,0,0.12,0.919,0.784,0.368,0.744,160.015,138000,4,2022
Dilemma,Bhxa,0.623,0.0991,9,-12.512,0,0.202,0.787,0.865,0.107,0.305,176.041,87273,4,2022
Concrete Jungle,Oaty.,0.625,0.38,2,-10.413,0,0.0591,0.029,0.723,0.135,0.627,87.687,109091,4,2022
esperanza,Baila Sin Cesar,0.709,0.365,5,-11.234,0,0.0358,0.427,0.0262,0.11,0.636,82.99,115663,4,2022
Moonflower,Komachi,0.662,0.388,2,-13.049,0,0.104,0.299,0.893,0.71,0.0814,166.074,112771,4,2022
Blush Blossoms,SamuW,0.524,0.493,8,-13.144,1,0.19,0.869,0.821,0.149,0.245,84.123,143851,4,2022
Telekinetic,Oatmello,0.761,0.243,2,-14.745,1,0.217,0.0953,0.864,0.235,0.0624,77.999,126923,4,2022
First Kiss,Sandy Mental,0.592,0.415,4,-12.064,1,0.058,0.72,0.835,0.0776,0.551,157.889,102152,4,2022
Morning Breeze,Blank x Blank,0.758,0.381,5,-8.404,0,0.145,0.646,0.92,0.181,0.502,90.015,141345,4,2022
Night Train,Zen Park,0.628,0.27,2,-22.36,0,0.392,0.963,0.931,0.11,0.292,84.348,91815,4,2022
Kush Clouds,DJ Piper,0.728,0.541,1,-8.994,0,0.216,0.21,0.0437,0.925,0.285,93.027,183226,4,2022
IRON,J0pie,0.76,0.231,11,-16.307,0,0.0479,0.79,0.928,0.154,0.323,120.012,165208,4,2022
Mind Time,Toni Palermo,0.474,0.263,0,-14.044,1,0.209,0.685,0.00278,0.128,0.372,189.041,113846,4,2022
Rainy Umbrella,gummy3000,0.681,0.572,5,-10.226,0,0.259,0.683,0.907,0.17,0.652,77.111,132947,4,2022
Blended,Schmiddunsk,0.567,0.523,9,-12.227,0,0.0941,0.47,0.739,0.208,0.307,90.052,144187,4,2022
Bulb,So.Lo,0.647,0.23,8,-15.64,0,0.0408,0.75,0.824,0.352,0.22,135.938,145221,4,2022
cognitive biases,Miss Misaki,0.778,0.595,1,-8.31,1,0.0291,0.873,0.902,0.112,0.593,89.996,200000,4,2022
Meep Meep,Dentist,0.708,0.517,10,-13.998,1,0.286,0.659,0.767,0.41,0.697,82.526,98909,4,2022
Elephant Fish,MILMO,0.721,0.69,4,-6.569,0,0.0374,0.71,0.196,0.365,0.486,115.997,298750,1,2022
Copy Pastry,Blank x Blank,0.639,0.384,8,-11.346,1,0.0748,0.66,0.246,0.114,0.593,180.283,109631,4,2022
Old Love,JXV,0.699,0.456,0,-11.334,1,0.127,0.6,0.922,0.11,0.0551,75.013,147200,4,2022
Pruna,Flughand,0.798,0.246,5,-13.532,0,0.0668,0.222,0.727,0.167,0.582,86.023,110000,4,2022
Reality Dream,T.Check,0.64,0.471,4,-12.98,0,0.0343,0.534,0.827,0.0812,0.157,152.031,155526,4,2022
Trust Fall,Natasha Ghosh,0.746,0.488,0,-15.119,1,0.151,0.474,0.753,0.0914,0.193,159.971,174016,4,2022
Plancho,Damn Homies,0.666,0.489,4,-5.603,0,0.244,0.142,0.163,0.188,0.359,89.01,153708,4,2022
sundae,inthedark,0.705,0.331,1,-16.384,0,0.0387,0.886,0.937,0.102,0.283,80.022,152471,4,2022
Exhale,Mujo,0.534,0.0528,9,-23.459,0,0.0327,0.954,0.839,0.0684,0.235,56.008,119904,4,2022
Apple,Duos On Mars,0.637,0.263,10,-10.878,0,0.055,0.834,0.93,0.105,0.374,170.014,141176,4,2022
Sky Deluxe,deadxbeat,0.457,0.598,1,-9.474,1,0.159,0.718,0.835,0.137,0.411,80.843,176000,4,2022
bebiendo mimosas en una hamaca,homieunculus,0.734,0.264,2,-17.31,1,0.179,0.797,0.847,0.121,0.599,83.996,171429,4,2022
Let Me Breath,Emapea,0.706,0.619,2,-5.476,1,0.039,0.057,0.786,0.145,0.754,92.99,149685,4,2022
Fall in Love in September,Staysea,0.673,0.357,1,-12.375,1,0.0676,0.899,0.385,0.104,0.879,130.297,103398,4,2022
On Weston Street,sloh rou,0.535,0.535,5,-11.931,0,0.0662,0.893,0.899,0.163,0.364,85.661,124750,4,2022
Smiley,Ghost Leopards,0.656,0.35,1,-11.415,1,0.0377,0.163,0.837,0.139,0.446,82.017,129996,4,2022
Petals,Lucid Green,0.528,0.328,0,-11.692,1,0.0414,0.64,0.892,0.456,0.228,83.288,138014,4,2022
Gonfa,Wun Two,0.845,0.485,5,-10.74,0,0.0689,0.657,0.924,0.112,0.889,147.855,103731,4,2022
Paris Dinner,SanelliX,0.73,0.275,4,-10.734,0,0.046,0.183,0.945,0.198,0.366,75.004,115350,4,2022
Tranquil,Ajmw,0.672,0.241,9,-13.065,1,0.123,0.916,0.88,0.109,0.0903,74.997,169600,4,2022
Careless,Sem0r,0.681,0.391,6,-11.581,1,0.0859,0.48,0.862,0.0994,0.495,83.977,99667,4,2022
Baobab,Funky Notes,0.74,0.22,11,-13.487,0,0.0496,0.41,0.896,0.266,0.51,86.983,170345,4,2022
Rainfall,wood.,0.495,0.275,9,-14.074,0,0.0346,0.884,0.928,0.212,0.0378,119.932,177500,4,2022
Borsalino,Koby 808,0.75,0.487,9,-8.639,0,0.377,0.495,0.854,0.2,0.87,79.988,123948,4,2022
Lonely Road,Kaatru,0.636,0.497,11,-11.105,0,0.0394,0.0114,0.0643,0.0971,0.382,89.994,142000,4,2022
Rustical Island,JAY VANILLA,0.5,0.42,7,-13.673,0,0.171,0.846,0.917,0.111,0.5,82.198,107561,4,2022
Bliss Through Repetition,Cutecake,0.777,0.678,8,-7.029,1,0.0356,0.156,0.939,0.334,0.933,102.032,124706,4,2022
folia,bomull,0.711,0.515,7,-6.921,1,0.0899,0.442,0.931,0.108,0.158,86.034,198035,4,2022
Don't love me,Glow Down,0.792,0.418,8,-13.088,0,0.169,0.569,0.867,0.496,0.477,89.992,150667,4,2022
Can't You See,The Aether,0.684,0.421,1,-11.123,1,0.231,0.867,0.881,0.271,0.353,83.855,160192,4,2022
Monumental,Devaloop,0.709,0.686,8,-8.963,0,0.0403,0.47,0.896,0.107,0.54,146.008,162740,4,2022
Things Have Changed,Sir. Avalon,0.615,0.383,5,-12.569,1,0.032,0.932,0.891,0.131,0.441,74.999,140800,4,2022
Night Alley,Nice Gii,0.739,0.159,0,-11.457,0,0.0476,0.586,0.57,0.0738,0.113,78.009,161156,4,2022
Linger,Moderator,0.479,0.492,8,-10.184,1,0.143,0.21,0.63,0.164,0.346,82.393,155455,1,2022
Sparky Streets,Lake Valley,0.863,0.546,1,-7.296,1,0.0859,0.638,0.914,0.102,0.761,160.016,149250,4,2022
Memories,Iassu,0.673,0.3,5,-16.444,0,0.0434,0.874,0.913,0.116,0.592,74.993,102400,4,2022
Seven lifes,Lunatic Sad,0.649,0.29,9,-14.322,0,0.0428,0.982,0.831,0.111,0.296,127.933,136915,4,2022
Late Night,nrg,0.539,0.218,7,-14.387,1,0.0269,0.821,0.9,0.106,0.103,139.999,191942,4,2022
Soft-Boiled,Supereffective,0.891,0.427,11,-9.762,0,0.28,0.176,0.249,0.118,0.651,80.017,124875,4,2022
One4,Vilgot,0.772,0.334,0,-10.841,1,0.0817,0.598,0.945,0.0836,0.516,84.98,129249,4,2022
Golf (Ol Wallace Remix),Muni,0.566,0.485,11,-10.23,0,0.0577,0.917,0.603,0.105,0.367,71.975,156667,4,2022
Luton,isaintjames,0.772,0.248,3,-17.493,0,0.0609,0.397,0.608,0.285,0.574,77.945,123571,4,2022
Modulus Operandi,Christoffer Jensen,0.55,0.412,7,-13.67,1,0.04,0.0452,0.823,0.0883,0.113,180.074,96000,4,2022
My Time,Rachelle Pertu,0.69,0.49,2,-7.19,1,0.0433,0.785,0.465,0.105,0.424,75.164,99800,4,2022
Just Breathe,Goson,0.525,0.222,11,-11.089,0,0.0302,0.469,0.823,0.0965,0.135,139.939,130280,4,2022
Always,morningtime,0.498,0.496,6,-5.447,1,0.0337,0.824,0.801,0.187,0.103,85.047,138528,4,2022
Lush Lush Lake,Supereffective,0.785,0.276,9,-10.876,1,0.364,0.189,0.884,0.11,0.808,160.099,147562,4,2022
Timeline,Cyan_95,0.891,0.38,11,-7.341,1,0.0401,0.554,0.897,0.104,0.504,135.024,160112,4,2022
Honolulu,Hewie Lou,0.745,0.372,4,-12.7,0,0.0502,0.858,0.743,0.539,0.582,83.005,116770,4,2022
Coffee After Midnight,Behind Clouds,0.553,0.228,7,-15.54,0,0.054,0.779,0.888,0.108,0.0961,84.637,93986,4,2022
Be Prepared,KaspaHauser,0.61,0.419,8,-9.834,0,0.387,0.287,0.833,0.106,0.643,69.669,138480,4,2022
Larina,Sin Valor,0.668,0.48,6,-9.181,1,0.0796,0.172,0.849,0.332,0.0909,89.997,156333,4,2022
Live Your Life,prodjvstine,0.63,0.203,10,-21.633,1,0.0434,0.887,0.0313,0.328,0.348,83.025,118596,4,2022
I'm feeling lucky,Yankee Hart,0.827,0.373,7,-6.357,0,0.141,0.388,0.937,0.101,0.677,90.13,140167,4,2022
you are the one,Chuki Beats,0.479,0.547,7,-11.96,0,0.138,0.199,0.659,0.107,0.113,85.004,113201,4,2022
Low Key Palm Trees,irons,0.399,0.207,9,-17.21,0,0.297,0.966,0.825,0.101,0.291,120.227,118000,4,2022
Eden,Lullaby,0.531,0.552,3,-9.326,0,0.0289,0.749,0.691,0.165,0.143,140.036,126857,4,2022
Take A Walk,Saiko,0.618,0.551,10,-6.899,0,0.0411,0.742,0.931,0.329,0.871,84.891,143824,4,2022
Solemn Sunset,Jharee,0.815,0.545,1,-6.351,1,0.0628,0.0197,0.859,0.104,0.936,141.008,128913,4,2022
Strawberry Mojito,Baby Peppers,0.567,0.376,10,-11.449,1,0.176,0.581,0.882,0.114,0.3,133.63,106450,1,2022
"Rise (From ""Ghost in the Shell: Stand Alone Complex"")",Lofi Lia,0.568,0.274,5,-19.814,0,0.0338,0.865,0.914,0.0642,0.464,146.039,190685,4,2022
Aegean Breeze,Jules Hiero,0.772,0.298,7,-12.748,1,0.214,0.671,0.837,0.0986,0.411,83.002,131420,4,2022
Tanuri,lorleaf,0.691,0.283,7,-14.63,1,0.0759,0.603,0.913,0.0906,0.351,83.971,140000,4,2022
Memories,Vincent Rayn,0.676,0.16,9,-14.517,0,0.0327,0.534,0.945,0.111,0.177,77.991,126500,4,2022
cookie dough,xOHARA,0.806,0.353,7,-9.611,0,0.104,0.527,0.955,0.107,0.427,89.964,121605,4,2022
Better Days,Florence Ada,0.543,0.386,5,-11.022,1,0.242,0.469,0.955,0.118,0.293,76.982,102922,5,2022
Jelly,Guzimi,0.751,0.242,9,-13.843,1,0.293,0.706,0.82,0.0994,0.229,170.041,112941,3,2022
solanacea,Tomppabeats,0.566,0.642,1,-16.353,1,0.0763,0.83,0.944,0.104,0.189,90.146,162162,4,2022
Moonbow,Lunath,0.643,0.112,11,-16.883,1,0.0998,0.971,0.932,0.0983,0.51,145.992,149512,4,2022
Karklö,Emotional thistle,0.716,0.451,4,-8.583,0,0.281,0.605,0.0552,0.228,0.276,79.995,195187,4,2022
Daze haze,chilltrap,0.688,0.288,1,-10.079,0,0.164,0.151,0.952,0.122,0.383,169.968,90353,4,2022
Bird Calls,sinnr,0.542,0.149,2,-20.321,1,0.0428,0.956,0.895,0.12,0.101,65.146,126433,4,2022
Gratitude,"Yours Truly, CC",0.662,0.493,8,-11.594,0,0.0374,0.193,0.88,0.115,0.117,139.975,123428,4,2022
Around the world,Glorio,0.654,0.455,9,-7.734,0,0.0434,0.674,0.905,0.359,0.613,81.972,113375,4,2022
Beyond,KaspaHauser,0.636,0.404,10,-15.165,0,0.139,0.826,0.287,0.291,0.48,100.116,158640,4,2022
Goes Around Comes Around,Jk Beatbook,0.668,0.242,11,-11.511,0,0.0506,0.561,0.905,0.103,0.238,88.119,151364,4,2022
Sombra Bajo El Limero,Kansado,0.727,0.797,6,-10.607,1,0.042,0.364,0.836,0.412,0.781,108.042,182361,4,2022
Organic Groove,Klaus Layer,0.517,0.436,10,-7.774,0,0.0696,0.67,0.849,0.367,0.637,174.918,122000,4,2022
Alma,isaintjames,0.649,0.375,6,-13.782,0,0.265,0.0955,0.893,0.691,0.718,80.266,177679,4,2022
Warmth of the Rain,Nogymx,0.686,0.408,1,-9.717,1,0.0386,0.118,0.783,0.0753,0.401,89.978,169333,4,2022
Cuba Haze,c e c e l i e,0.725,0.332,6,-15.077,0,0.045,0.852,0.809,0.133,0.352,130.072,139462,4,2022
Jimmy's Tune,KaspaHauser,0.555,0.24,0,-12.573,0,0.135,0.553,0.599,0.115,0.417,86.833,139453,4,2022
Video Film Roll,Osoku,0.74,0.616,1,-9.696,1,0.0368,0.403,0.894,0.684,0.891,95.004,167984,4,2022
Play and Stop,Vibrant.,0.679,0.775,1,-5.991,0,0.0602,0.831,0.868,0.109,0.656,168.046,105729,4,2022
Restful,Laffey,0.632,0.205,5,-18.304,1,0.0635,0.902,0.938,0.11,0.289,122.124,158545,4,2022
Inspiration is Everywhere,Vooo,0.665,0.335,0,-12.192,1,0.0691,0.2,0.771,0.0906,0.696,101.237,113043,5,2022
Round and Round,Zoundhouze,0.675,0.302,2,-15.407,1,0.0432,0.165,0.854,0.227,0.297,80.001,147375,4,2022
lucid,damaa.beats,0.832,0.161,9,-11.385,0,0.309,0.712,0.933,0.105,0.529,75.001,153600,4,2022
Free Spirit,Wun Two,0.657,0.224,11,-14.88,0,0.188,0.591,0.89,0.11,0.631,77.035,99680,4,2022
Just One Of Those Things,Victor Lundberg,0.665,0.425,10,-6.925,0,0.0287,0.61,0.779,0.112,0.519,79.999,246481,4,2022
about to make it,Sam Cross,0.715,0.236,1,-11.545,1,0.0523,0.546,0.845,0.119,0.321,141.99,136901,3,2022
Gifts,garden lily,0.744,0.432,2,-12.365,1,0.0446,0.127,0.728,0.121,0.433,75.013,145600,4,2022
odd mission.,igory,0.831,0.599,2,-6.308,0,0.0669,0.136,0.639,0.0928,0.852,91.036,129231,4,2022
Daydream,Tonion,0.785,0.191,2,-12.8,0,0.0362,0.946,0.914,0.137,0.322,156.014,147625,4,2022
Laya,xander.,0.734,0.643,6,-10.93,1,0.0549,0.156,0.53,0.319,0.479,90.022,136000,4,2022
3 Days in Kadiköy,Matt Large,0.584,0.555,8,-9.197,0,0.158,0.28,0.849,0.212,0.478,172.172,206386,4,2022
Mirai,ONO1,0.656,0.502,5,-9.997,0,0.0387,0.939,0.854,0.131,0.46,130.081,129692,4,2022
Willow Tree,reysi,0.628,0.548,4,-9.019,1,0.0269,0.825,0.876,0.12,0.478,80.994,122419,4,2022
Moon Tree,Wiz Key,0.594,0.373,4,-11.765,0,0.0342,0.755,0.683,0.117,0.524,150.024,129800,4,2022
Chillbert Grape,Otis Neon,0.368,0.245,10,-16.074,1,0.073,0.856,0.906,0.26,0.594,83.927,101524,4,2022
Blusa Roja,LESKY,0.676,0.419,7,-14.221,0,0.0584,0.819,0.79,0.0979,0.465,78.027,124615,4,2022
Lover,Austeria,0.739,0.408,6,-5.985,1,0.0452,0.0471,0.374,0.685,0.365,75.025,148800,4,2022
Angel,Ajmw,0.667,0.201,3,-20.506,1,0.051,0.693,0.873,0.122,0.285,158.117,151899,4,2022
TONE DEF,Ryu Riders,0.552,0.485,10,-7.419,1,0.523,0.922,0.0917,0.117,0.914,159.801,218437,4,2022
Rendezvous,SlowFly,0.798,0.219,3,-7.506,0,0.089,0.925,0.931,0.122,0.292,80.046,133500,4,2022
Two Step,LoDub,0.623,0.465,0,-9.813,1,0.0337,0.622,0.345,0.447,0.33,79.975,127500,4,2022
Microdose,Mama Aiuto,0.619,0.4,1,-12.393,1,0.0604,0.841,0.511,0.115,0.311,79.138,145827,4,2022
Chou Chou,paris91,0.628,0.641,2,-9.141,0,0.0342,0.774,0.897,0.1,0.583,81.009,158519,4,2022
Swing With Me,Oilix,0.645,0.383,5,-12.49,0,0.0386,0.267,0.798,0.103,0.413,169.995,127059,4,2022
Celebration,Juliàn,0.523,0.266,7,-15.366,1,0.0556,0.88,0.751,0.391,0.311,75.186,132800,4,2022
Bahamas - Instrumental,Juan Rios,0.809,0.252,0,-14.322,1,0.27,0.663,0.748,0.357,0.545,84.092,182875,4,2022
Seseh Spirit,slow luna,0.701,0.15,0,-11.688,1,0.0744,0.97,0.823,0.127,0.426,78.034,126154,4,2022
Raindrops,sleepsleepsleep,0.594,0.129,7,-12.212,1,0.0334,0.917,0.983,0.0999,0.264,80.043,96000,4,2022
bleep,tori yami,0.588,0.475,5,-9.816,0,0.0443,0.885,0.929,0.135,0.321,168.189,127664,4,2022
Ocean Frankson,Nose Deck Tail,0.726,0.461,5,-12.083,1,0.0284,0.0712,0.824,0.221,0.34,126.994,223469,4,2022
A Future Vision,Oatmello,0.678,0.332,0,-15.445,1,0.0483,0.785,0.912,0.21,0.74,147.974,105405,4,2022
Lost Frequencies,Loufish,0.587,0.311,0,-20.31,1,0.0435,0.351,0.827,0.144,0.0385,136.005,169412,4,2022
Go On,Mindr,0.689,0.147,7,-14.118,1,0.0372,0.943,0.925,0.111,0.32,79.976,123000,4,2022
Stressed Out,Thelonious Coltrane,0.777,0.186,8,-13.206,1,0.0834,0.331,0.337,0.102,0.963,133.013,186304,4,2022
Ardor,goosetaf,0.66,0.248,11,-12.939,0,0.228,0.823,0.925,0.0876,0.744,77.986,145728,4,2022
Dust,Andrew Huang,0.719,0.55,8,-9.891,0,0.0852,0.314,0.521,0.282,0.714,96.387,99225,4,2022
"Oh, automated",Troy Vibes,0.732,0.617,0,-5.863,0,0.0392,0.781,0.873,0.144,0.34,159.986,222615,4,2022
Happy Dragon,The Fox,0.691,0.322,6,-10.775,1,0.0505,0.769,0.845,0.128,0.376,89.926,120000,4,2022
Sun Riding,Snowji,0.408,0.0916,1,-13.067,1,0.077,0.789,0.94,0.106,0.17,163.877,124000,4,2022
Smooth Sail,London Lighthouse,0.803,0.407,10,-7.793,0,0.0659,0.0346,0.867,0.166,0.564,74.996,144000,4,2022
Fauna,Van El,0.529,0.275,6,-15.556,1,0.0358,0.974,0.926,0.105,0.225,160.224,135000,4,2022
Grown,Ramsey Road,0.736,0.385,4,-10.127,0,0.0417,0.551,0.886,0.123,0.0398,115.977,167793,4,2022
aureole,DRWN.,0.737,0.345,9,-8.909,1,0.0712,0.293,0.962,0.107,0.137,156.164,123077,4,2022
Bubbles,Makzo,0.7,0.3,0,-10.185,0,0.0364,0.737,0.936,0.082,0.392,89.022,134653,4,2022
Tortilla Monday,Breakfast For Brunch,0.661,0.392,9,-15.304,1,0.0989,0.379,0.897,0.0975,0.268,165.952,134458,4,2022
Fly,SumPlusOne,0.714,0.362,10,-12.246,1,0.0814,0.914,0.943,0.161,0.191,150.043,121600,4,2022
Secret Well,Donkeychote,0.399,0.22,2,-15.502,0,0.0423,0.926,0.913,0.108,0.0379,105.549,131187,4,2022
Late Night Reflections,Jav Cast,0.341,0.0588,2,-19.916,1,0.0474,0.968,0.894,0.11,0.183,79.916,125984,4,2022
fallsucht und ringelpiez,Kick a Dope Verse!,0.669,0.397,2,-9.092,1,0.0447,0.129,0.263,0.0944,0.748,84.984,122990,4,2022
Shorebreak,Brenky,0.709,0.168,3,-12.524,0,0.041,0.128,0.379,0.102,0.758,72.024,81571,4,2022
Shimmering,Birds Of The West,0.699,0.536,8,-8.228,1,0.0501,0.528,0.856,0.169,0.288,75.01,141800,4,2022
Indigo Lies,Shogi Boy,0.565,0.587,9,-10.897,0,0.0429,0.858,0.892,0.125,0.203,84.757,127588,4,2022
Lo-Fi Carnival,Banco Swiss,0.802,0.706,10,-9.473,0,0.0878,0.326,0.904,0.115,0.744,89.99,208667,4,2022
Oh Well,billsbeats,0.794,0.274,5,-14.737,1,0.385,0.929,0.579,0.121,0.434,67.994,92647,4,2022
No Parking,Richie Rych,0.673,0.528,9,-7.297,0,0.0387,0.352,0.9,0.174,0.66,80.001,156000,4,2022
Fortran,enix lee,0.736,0.217,11,-9.086,1,0.0697,0.56,0.927,0.102,0.578,149.933,196887,4,2022
Underwater Clouds,Czapter,0.733,0.208,7,-12.867,0,0.0522,0.915,0.882,0.138,0.0461,78.221,143000,4,2022
Rocket Ships & Cargo,Bear.,0.425,0.369,1,-9.683,0,0.0922,0.64,0.645,0.104,0.283,194.882,108900,3,2022
Golden Leaf,BLVKSHP,0.605,0.236,11,-10.0,1,0.035,0.822,0.937,0.245,0.32,80.055,220500,4,2022
Beloved,Nokiaa,0.614,0.699,6,-9.506,0,0.282,0.428,0.794,0.251,0.473,90.074,120000,4,2022
143,Gidde,0.816,0.63,4,-7.857,0,0.0424,0.692,0.851,0.336,0.731,79.98,117000,4,2022
Stranger Winds,Howie Doowin,0.55,0.116,2,-21.639,0,0.103,0.913,0.921,0.101,0.141,120.295,112000,5,2022
Mista Cool,Nippon Nights,0.705,0.468,0,-14.36,0,0.0413,0.0557,0.84,0.122,0.767,100.002,206400,4,2022
Juno The Cat,Jazzamass,0.721,0.318,10,-9.801,1,0.0523,0.699,0.9,0.129,0.579,119.976,136000,4,2022
departure,W8lss,0.62,0.179,1,-19.313,0,0.0453,0.52,0.905,0.114,0.364,158.279,122000,4,2022
Cooler than Calm,Idris Kelly,0.641,0.378,6,-10.479,0,0.118,0.816,0.835,0.354,0.473,144.03,134813,4,2022
Garden,Vincent Rayn,0.634,0.239,11,-11.754,0,0.0537,0.904,0.934,0.109,0.318,80.079,119500,4,2022
La Hacienda,Chill&Go,0.868,0.39,7,-12.23,1,0.186,0.835,0.769,0.111,0.564,92.016,117000,4,2022
Dream On,T.R.I.C.K,0.748,0.3,11,-10.34,0,0.055,0.176,0.264,0.0744,0.69,75.051,144000,4,2022
Far Away,sleepsleepsleep,0.402,0.138,11,-12.789,0,0.0786,0.927,0.508,0.1,0.074,73.073,115663,4,2022
Fast Coupe,Kreatev,0.788,0.573,8,-10.975,1,0.0535,0.0389,0.622,0.0889,0.069,100.046,134368,4,2022
Desert Mustang,baegel,0.733,0.6,1,-10.064,0,0.0548,0.488,0.904,0.318,0.226,124.057,144818,4,2022
