name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year
The One,FS Green,0.799,0.281,5,-8.766,1,0.12,0.449,0.921,0.107,0.473,88.011,131723,4,2022
arabica,Etnosol,0.593,0.621,8,-9.602,1,0.0326,0.00921,0.91,0.114,0.711,169.661,90353,4,2022
temptation,dLira,0.647,0.401,5,-15.36,0,0.0672,0.463,0.924,0.114,0.695,180.004,128000,4,2022
Add Flip,byJ.,0.716,0.328,9,-10.892,0,0.0968,0.0803,0.792,0.128,0.579,77.157,127000,4,2022
Boots Season,Cotton Candy Boulevard,0.776,0.348,5,-12.572,0,0.205,0.0979,0.84,0.335,0.961,169.892,151059,4,2022
Stewart brunch,Euphoric,0.566,0.392,4,-12.13,0,0.0492,0.933,0.909,0.101,0.458,76.012,104243,4,2022
love Downpitch,Sto Nii,0.708,0.378,9,-13.146,0,0.386,0.332,0.899,0.111,0.602,166.956,114970,4,2022
Léopard,mädmäx,0.667,0.52,1,-7.655,0,0.0317,0.118,0.584,0.0849,0.634,82.016,113415,4,2022
Sunset Hues,Lofi Stranger,0.693,0.831,11,-4.265,1,0.132,0.236,0.879,0.0839,0.319,82.007,97500,4,2022
Sidewalk Pizza,Rooftop Shenanigans,0.767,0.328,11,-15.739,0,0.159,0.693,0.918,0.116,0.328,90.017,149333,4,2022
Nugroove,Lamar Azul,0.758,0.594,10,-9.929,0,0.035,0.142,0.932,0.113,0.564,86.027,135212,4,2022
Walks,Brenky,0.742,0.216,5,-15.104,1,0.037,0.879,0.983,0.0825,0.702,68.016,84712,3,2022
Stoners Night,Lil Gromit,0.705,0.334,11,-12.714,0,0.0578,0.841,0.718,0.115,0.436,73.987,142588,4,2022
Floatypuff,Bowfi Leets,0.291,0.363,1,-8.542,1,0.0855,0.963,0.803,0.12,0.282,158.06,123000,4,2022
chemistry,BTZ cult,0.524,0.666,0,-11.547,0,0.0419,0.223,0.906,0.136,0.332,81.972,120035,4,2022
Colored Drumsticks,Geo Boman,0.71,0.543,9,-8.546,0,0.0622,0.536,0.933,0.108,0.295,158.009,101392,4,2022
feel you,sleepsleepsleep,0.579,0.264,6,-14.535,0,0.214,0.413,0.937,0.108,0.106,170.087,112941,4,2022
Wax,Vooo,0.59,0.606,3,-7.986,0,0.0358,0.0563,0.665,0.188,0.354,119.742,150000,4,2022
Growth,Inf,0.628,0.329,1,-15.035,0,0.0458,0.86,0.71,0.138,0.322,82.052,153727,4,2022
River,Vilda C,0.616,0.487,7,-8.526,0,0.0669,0.906,0.922,0.134,0.236,80.013,120108,4,2022
Letters,This Is Moving,0.854,0.409,8,-11.514,1,0.275,0.309,0.797,0.118,0.464,94.968,123789,4,2022
You Call It Lofi But They're Actually Hip Hop Beats,Alsogood,0.803,0.324,0,-11.97,1,0.163,0.736,0.865,0.0977,0.407,167.893,80000,4,2022
Show Me How Good It Can Get,"Sarah, the Illstrumentalist",0.714,0.492,5,-10.133,1,0.0365,0.187,0.83,0.104,0.842,89.961,134541,4,2022
Itty Gritty,serifONE,0.672,0.0676,5,-30.129,1,0.0442,0.489,0.939,0.0854,0.302,72.062,107361,4,2022
structures,yudaii,0.732,0.205,6,-17.701,1,0.146,0.81,0.00106,0.105,0.352,95.015,121487,4,2022
trails,iomoo,0.69,0.307,4,-12.116,1,0.065,0.919,0.945,0.102,0.127,142.192,146250,4,2022
Chameleon,Elffire,0.71,0.22,7,-15.797,1,0.0825,0.896,0.909,0.0992,0.151,80.029,120000,4,2022
L´Éveil,Phlocalyst,0.495,0.186,2,-14.607,1,0.196,0.962,0.905,0.11,0.162,170.005,163765,4,2022
Bliss,Pantone,0.763,0.314,2,-14.646,1,0.0712,0.339,0.85,0.338,0.339,80.0,122250,4,2022
Beef,Pawcut,0.651,0.362,10,-10.51,1,0.0416,0.00412,0.365,0.0736,0.105,121.068,128219,4,2022
Who We Are,Sad Eyz,0.787,0.376,7,-13.169,0,0.262,0.724,0.434,0.13,0.905,80.009,150339,4,2022
Transitions,Keymer,0.592,0.539,6,-12.442,1,0.0321,0.455,0.881,0.105,0.222,85.013,216000,4,2022
Jet Ski Gelato Bounce,Parental,0.781,0.673,0,-4.659,1,0.0842,0.0054,0.914,0.104,0.441,92.504,155676,4,2022
Águia,LESKY,0.562,0.402,4,-9.897,0,0.0441,0.00509,0.885,0.12,0.32,86.956,143720,4,2022
Sari's Wall,Mamoosh,0.689,0.385,8,-10.936,1,0.0406,0.374,0.893,0.109,0.0785,92.026,130673,4,2022
Your Glow,Prime Suspect,0.524,0.3,9,-14.063,0,0.0537,0.813,0.932,0.122,0.119,160.256,112125,4,2022
Slipping Mats,Dusty Decks,0.746,0.477,11,-7.486,1,0.0463,0.124,0.881,0.133,0.714,91.999,149867,4,2022
tasogare,Shimon Hoshino,0.637,0.213,2,-18.475,1,0.0468,0.916,0.897,0.111,0.083,79.954,136322,4,2022
Cutty Flam,Koby 808,0.694,0.621,10,-10.176,0,0.11,0.295,0.91,0.111,0.927,149.991,115618,4,2022
Deli,Kid Tarô,0.684,0.354,0,-9.542,1,0.0611,0.428,0.837,0.106,0.568,83.948,129653,4,2022
Batu Karas,Boukas,0.579,0.481,10,-12.541,0,0.06,0.496,0.887,0.11,0.447,84.938,152250,4,2022
badboll,lagom.,0.742,0.305,1,-11.067,1,0.0543,0.798,0.87,0.0865,0.939,170.031,115765,4,2022
extra air,Kenzie,0.73,0.481,6,-12.326,0,0.344,0.345,0.474,0.12,0.327,77.895,169286,4,2022
Sun Kissed,mädmäx,0.789,0.226,11,-13.694,0,0.212,0.969,0.921,0.109,0.514,82.943,128737,4,2022
Yessir,Funky Notes,0.58,0.195,7,-11.825,1,0.0353,0.953,0.943,0.155,0.256,88.194,156000,4,2022
Grico,Pueblo Vista,0.481,0.29,1,-16.662,0,0.0943,0.762,0.921,0.103,0.16,149.194,114000,3,2022
Safe and Sound,Devon Rea,0.717,0.161,4,-18.092,1,0.0556,0.945,0.949,0.0961,0.163,68.086,141176,4,2022
Tudo Bem,Maple Syrup,0.684,0.744,11,-10.477,1,0.0363,0.891,0.828,0.101,0.964,155.964,116448,4,2022
gravel trap,Montreux Stay-Behinds,0.584,0.667,5,-7.28,0,0.027,0.153,0.843,0.408,0.61,80.015,93000,4,2022
Found Again,Loe Brezy,0.75,0.444,5,-9.44,0,0.0655,0.55,0.615,0.102,0.531,85.009,119647,4,2022
Inhale,Your Magnolia,0.545,0.103,9,-22.191,0,0.0437,0.939,0.924,0.0928,0.299,108.399,158206,1,2022
Impulse Response,Popcorn Trees,0.722,0.353,2,-9.55,0,0.0377,0.523,0.804,0.116,0.276,79.966,96375,4,2022
Synthetic Love,Lex (de Kalhex),0.807,0.491,7,-8.218,0,0.0585,0.00842,0.833,0.0896,0.966,84.933,168972,4,2022
Scrapbooks + Memoirs,Julia Bucari,0.768,0.511,10,-8.172,0,0.0541,0.268,0.923,0.104,0.733,92.007,96624,4,2022
foggy kees,ella diva conflict,0.598,0.625,6,-5.91,1,0.0932,0.864,0.864,0.0954,0.287,180.101,143328,4,2022
First Blossoms,Eu93ne,0.736,0.142,8,-14.389,1,0.0468,0.663,0.911,0.107,0.182,84.031,125714,4,2022
haziness,golden outlook,0.698,0.583,10,-10.147,1,0.363,0.492,0.87,0.17,0.489,150.021,102400,4,2022
Ladron Lover,Hekiga,0.717,0.483,4,-11.901,0,0.0325,0.788,0.855,0.0969,0.357,80.027,99375,3,2022
Thru The Window,Astairé,0.733,0.594,1,-6.215,1,0.077,0.362,0.632,0.142,0.759,85.021,181853,4,2022
Chasing Sunsets,Filae,0.835,0.485,0,-10.945,1,0.104,0.0316,0.621,0.0989,0.457,95.027,94914,4,2022
Diagnosis,L E F,0.681,0.579,0,-10.824,0,0.055,0.0114,0.903,0.399,0.868,143.99,165253,4,2022
Croaky,David Cutter Music,0.754,0.532,10,-9.462,1,0.209,0.0719,0.83,0.117,0.615,173.985,119958,4,2022
Beautikeo,Utopiaboy,0.504,0.326,0,-14.059,0,0.295,0.313,0.931,0.0972,0.181,173.892,135172,4,2022
Nubes Rosas,Velabeats,0.709,0.857,9,-7.613,0,0.0542,0.213,0.887,0.0769,0.798,152.052,119465,4,2022
Court,Kevoe West,0.74,0.397,1,-10.578,1,0.0403,0.229,0.838,0.124,0.906,87.998,158182,4,2022
Sun Flares,yuhei miura,0.754,0.654,2,-11.536,0,0.0379,0.0826,0.641,0.0549,0.474,113.992,131371,4,2022
"3,5% Ticket",d.w.h,0.691,0.455,2,-7.101,0,0.0619,0.725,0.774,0.133,0.266,81.949,150197,4,2022
Camp,zïp,0.702,0.487,9,-7.196,1,0.0411,0.0584,0.651,0.111,0.527,96.083,175000,4,2022
Balloon,Lawrence Walther,0.637,0.272,4,-11.178,1,0.0434,0.461,0.622,0.208,0.156,60.043,116000,4,2022
Lucky S,Thelonious Coltrane,0.818,0.49,11,-8.022,0,0.0687,0.0942,0.742,0.0805,0.503,82.027,176723,4,2022
Walk the city,Elon Husky,0.554,0.685,9,-6.211,0,0.0636,0.33,0.639,0.42,0.442,80.304,120038,4,2022
Flowerpath,Syrran,0.711,0.188,5,-14.131,1,0.0639,0.937,0.836,0.106,0.227,72.01,123385,4,2022
Lakes,Lou Vega,0.844,0.262,6,-10.577,0,0.0714,0.766,0.785,0.0888,0.316,88.001,152727,4,2022
Bonsai,Chill&Go,0.763,0.406,8,-15.704,1,0.081,0.195,0.431,0.188,0.455,135.988,116471,4,2022
baby x3,wallyPDF,0.748,0.248,4,-17.471,1,0.0671,0.903,0.904,0.772,0.725,140.976,122553,4,2022
Saveur Peche,Two Muses After,0.688,0.67,1,-8.523,0,0.072,0.566,0.0452,0.12,0.531,88.127,151051,4,2022
Blinding Lights,Greco Murillo,0.732,0.43,0,-10.85,0,0.0342,0.799,0.887,0.0913,0.299,144.937,121655,4,2022
Lilsved,Emotional thistle,0.634,0.474,2,-11.142,0,0.185,0.278,0.00457,0.163,0.626,179.783,156000,4,2022
Dreamland,Goloise,0.629,0.267,8,-18.612,0,0.0505,0.927,0.859,0.106,0.623,89.99,150333,4,2022
piece of you,Jadu Jadu,0.713,0.354,9,-12.934,0,0.0515,0.711,0.918,0.0754,0.306,140.022,169714,4,2022
nothing is like it seems,keseki,0.66,0.407,2,-13.241,1,0.044,0.754,0.732,0.11,0.147,87.039,144053,4,2022
Endless,Signature D,0.702,0.299,5,-6.288,1,0.0381,0.915,0.901,0.361,0.39,78.018,124615,4,2022
Hold Up,Inversion,0.663,0.412,11,-5.501,0,0.0313,0.681,0.822,0.102,0.302,145.952,78904,4,2022
Out Of Town,Sebastian Kamae,0.656,0.283,7,-9.247,1,0.0339,0.92,0.909,0.117,0.063,120.093,186000,4,2022
The Trees Listen,Knowh3r3,0.288,0.199,11,-26.156,0,0.0624,0.812,0.93,0.131,0.157,69.917,164571,4,2022
Days Off,Moose Dawa,0.432,0.466,5,-9.837,1,0.0601,0.762,0.895,0.105,0.249,79.936,90095,4,2022
Morena,Palmasur,0.599,0.386,0,-11.828,0,0.0671,0.682,0.75,0.476,0.318,85.091,149647,4,2022
drippin goo,flamingo zamperoni,0.629,0.304,10,-10.319,1,0.187,0.862,0.879,0.141,0.381,61.525,102000,4,2022
Campfire Tales,Katashi Kaitō,0.577,0.184,5,-15.235,0,0.0382,0.708,0.863,0.217,0.461,172.246,162560,4,2022
Day at a time,Angry Apple,0.747,0.209,11,-13.847,0,0.0797,0.797,0.879,0.0898,0.644,88.025,109091,4,2022
Ivk,elevenprs,0.622,0.458,9,-9.64,0,0.348,0.7,0.763,0.11,0.784,156.189,86230,4,2022
The Afternoon,Boztown,0.631,0.528,7,-9.219,1,0.0456,0.0856,0.157,0.289,0.357,80.043,127333,4,2022
Agave,Chill&Go,0.734,0.514,9,-10.139,0,0.0326,0.889,0.727,0.123,0.374,126.017,155363,4,2022
Certificate no015 (DYVN Remix),Muni,0.779,0.717,8,-7.291,1,0.214,0.0535,0.233,0.428,0.959,152.021,139342,4,2022
Lost in Lyon,Jam'addict,0.515,0.145,7,-17.86,0,0.0415,0.954,0.914,0.101,0.11,81.992,128781,4,2022
Love comes true,Snowji,0.632,0.114,8,-20.839,0,0.0744,0.687,0.902,0.0946,0.626,81.999,112059,4,2022
Ghost,Glenn Astro,0.475,0.368,7,-14.493,0,0.154,0.586,0.626,0.491,0.474,185.858,192921,1,2022
Arctic Blues,Soupbox,0.645,0.145,5,-17.91,0,0.0327,0.631,0.875,0.126,0.44,88.013,159596,4,2022
Last Night,IROCC,0.841,0.332,0,-11.206,1,0.129,0.883,0.87,0.117,0.392,93.11,166965,4,2022
Got It All Wrong,Dualizm,0.533,0.258,4,-14.379,0,0.291,0.304,0.612,0.076,0.581,81.862,147805,4,2022
Walking In The Rain,KLIM,0.614,0.446,4,-11.248,0,0.0525,0.0558,0.33,0.141,0.383,87.174,154227,4,2022
Spectrum,low&slow,0.9,0.243,9,-6.498,0,0.0438,0.264,0.806,0.123,0.402,110.124,141388,4,2022
Stayon,Richie Rych,0.744,0.451,9,-9.289,0,0.0309,0.0285,0.845,0.128,0.437,87.993,120000,4,2022
Glowing Hearts,Sátyr,0.332,0.234,1,-14.836,1,0.0343,0.961,0.952,0.0982,0.0447,145.474,155980,4,2022
space jazz,fresh from the moon,0.651,0.517,0,-12.912,1,0.0381,0.228,0.875,0.138,0.479,84.979,138000,4,2022
Städterboy,Bokoya,0.553,0.185,9,-13.499,1,0.0665,0.425,0.886,0.0794,0.632,83.071,169760,4,2022
Solar defrag,Raul Coca,0.643,0.387,2,-14.42,1,0.0942,0.281,0.822,0.114,0.296,85.103,100235,4,2022
Fallen Leaves,sumishii,0.731,0.237,3,-12.128,0,0.461,0.646,0.9,0.116,0.858,136.414,123077,1,2022
Kintsugi,Konteks,0.583,0.511,7,-13.281,0,0.0442,0.649,0.943,0.336,0.64,80.252,158509,4,2022
Feather,Sweet Medicine,0.743,0.209,2,-20.037,1,0.0395,0.903,0.956,0.0809,0.18,120.052,160000,4,2022
Flower,Vincent Rayn,0.736,0.185,7,-9.005,1,0.0953,0.867,0.895,0.11,0.263,88.004,112875,4,2022
Actually There Is No Frame,High John,0.511,0.357,0,-16.154,1,0.284,0.157,0.00879,0.441,0.466,74.152,202143,4,2022
Flying Rivers,Hugo,0.645,0.637,4,-9.49,0,0.0318,0.151,0.855,0.114,0.145,142.184,138842,4,2022
Cloud 9,SYNC.EXE,0.715,0.2,0,-12.85,1,0.458,0.71,0.925,0.115,0.328,77.02,159205,3,2022
bouquet,B-Side,0.615,0.279,0,-13.857,1,0.0368,0.875,0.865,0.099,0.23,101.996,141887,4,2022
Horizon,Mylo B,0.765,0.188,7,-13.869,0,0.0816,0.942,0.907,0.0848,0.76,156.044,147700,3,2022
On the road,tip gin,0.693,0.187,4,-11.312,1,0.0954,0.422,0.669,0.12,0.343,160.087,144000,4,2022
On the sidelines,Breaksky,0.831,0.475,0,-16.473,0,0.0431,0.538,0.78,0.112,0.624,86.058,160400,4,2022
Fantasía,Dj J.L.P,0.693,0.465,1,-7.633,1,0.0356,0.705,0.628,0.127,0.326,84.967,114352,4,2022
heatwave,kubi,0.547,0.0106,5,-29.676,0,0.0453,0.889,0.389,0.129,0.046,70.07,123429,3,2022
The Good Life,Civin,0.725,0.318,9,-9.67,0,0.0832,0.575,0.882,0.0846,0.669,85.046,117882,4,2022
Dizzy Dreams,Bird Svensøn,0.67,0.185,9,-16.523,1,0.126,0.919,0.932,0.0999,0.694,84.866,117000,4,2022
Brappo,Glenn Astro,0.776,0.476,6,-10.982,0,0.318,0.298,0.924,0.0748,0.96,157.979,138947,4,2022
Angel,Jmss,0.69,0.321,4,-14.501,1,0.0728,0.668,0.763,0.0958,0.624,140.179,109714,4,2022
Hummin' Blue,yourcousin,0.63,0.149,1,-18.549,1,0.0356,0.849,0.917,0.127,0.781,156.05,123077,4,2022
Floaters,Brenky,0.604,0.182,0,-20.915,1,0.049,0.916,0.828,0.0638,0.687,144.341,103805,4,2022
streets,lomix,0.514,0.277,2,-10.969,1,0.272,0.917,0.705,0.0965,0.27,204.206,116471,4,2022
Blue Sky,Frans Manen,0.722,0.426,9,-10.692,0,0.0756,0.647,0.865,0.0929,0.467,140.086,142821,4,2022
Missed Calls,Ben Jammin' Beats,0.678,0.23,1,-10.041,0,0.0605,0.713,0.0724,0.191,0.564,139.949,96595,4,2022
Blue Swirls,keseki,0.54,0.213,0,-15.357,1,0.0393,0.939,0.931,0.104,0.174,74.003,148620,4,2022
Summertime Madness,Matt Large,0.653,0.959,0,-3.884,0,0.0501,0.0082,0.71,0.0793,0.895,181.959,200431,4,2022
Monday,BB Queen,0.798,0.502,0,-7.052,1,0.206,0.541,0.957,0.181,0.33,169.906,113647,4,2022
Flying Dolphin,Blue Fox,0.507,0.353,6,-12.972,0,0.203,0.886,0.748,0.365,0.566,80.162,172000,4,2022
Loosen Up,sfeerbeer,0.917,0.521,8,-11.558,1,0.101,0.321,0.88,0.091,0.963,143.979,106667,4,2022
City In Motion,Senn,0.689,0.357,2,-16.808,0,0.0638,0.35,0.672,0.0578,0.117,145.898,107671,4,2022
Moon Man,Silk Banter,0.768,0.122,5,-12.057,0,0.157,0.287,0.38,0.11,0.534,84.993,137011,4,2022
forest,Uli Tiro,0.679,0.331,7,-11.378,1,0.044,0.91,0.588,0.149,0.145,90.068,111333,4,2022
verano,Tau,0.875,0.486,1,-11.895,0,0.0363,0.841,0.86,0.703,0.573,99.995,158400,4,2022
morning,Sarent,0.787,0.215,9,-17.058,0,0.364,0.942,0.541,0.168,0.542,78.006,110785,4,2022
Trying,Linkrust,0.749,0.287,5,-7.804,0,0.0358,0.601,0.701,0.129,0.593,85.995,196079,4,2022
Utopias,Yoga at the Disco,0.783,0.369,11,-8.565,0,0.175,0.72,0.884,0.102,0.51,89.96,142667,4,2022
Sleepy Bee,furry pearls,0.383,0.222,11,-19.255,1,0.294,0.838,0.766,0.0897,0.494,144.179,94267,4,2022
Thoughts,Nico Harris,0.617,0.43,6,-12.574,0,0.0445,0.38,0.384,0.198,0.263,100.101,155877,4,2022
Cloud Remedy: Transfix,Kabuki,0.732,0.377,6,-3.82,0,0.0596,0.00667,0.752,0.116,0.713,89.997,240000,4,2022
Fair Bet,Astairé,0.915,0.452,1,-8.918,0,0.072,0.352,0.902,0.178,0.691,141.949,123433,4,2022
Mint Tea,Osive,0.734,0.206,9,-19.782,0,0.256,0.891,0.232,0.15,0.477,90.043,129333,4,2022
Shrub,B-Side,0.807,0.303,0,-10.448,0,0.116,0.524,0.895,0.117,0.187,81.048,144414,4,2022
Parrots and Peaches,FLKS,0.69,0.371,9,-11.23,0,0.0594,0.241,0.919,0.12,0.33,169.886,126356,4,2022
lucky monkey,archipelago beats,0.742,0.746,1,-11.77,0,0.058,0.764,0.869,0.084,0.698,90.027,133333,4,2022
Questions,Alsogood,0.634,0.302,11,-14.803,0,0.0691,0.791,0.89,0.106,0.736,82.021,140488,4,2022
hum,Fuyu,0.78,0.0937,1,-16.58,1,0.238,0.792,0.94,0.101,0.673,79.964,108000,4,2022
Longing,Jelly Soul,0.605,0.195,11,-12.099,0,0.068,0.683,0.688,0.132,0.357,169.914,135984,4,2022
Dimensions,YetBaby,0.726,0.455,5,-10.771,0,0.0464,0.314,0.529,0.117,0.911,70.041,134452,4,2022
Apple Pie,Zoulzest,0.648,0.365,2,-12.467,1,0.0335,0.325,0.85,0.119,0.27,85.014,104509,4,2022
Wilting Fruit,Am Froggo,0.571,0.398,10,-10.861,0,0.0976,0.763,0.866,0.121,0.447,79.988,114750,4,2022
Satellites,pnkcité,0.513,0.121,4,-12.546,0,0.0316,0.927,0.912,0.0898,0.122,139.801,123429,4,2022
un día más,Jiony,0.736,0.259,9,-14.165,0,0.0502,0.578,0.831,0.112,0.15,128.01,150186,4,2022
Tokyo,Wilczynski,0.676,0.309,3,-12.465,0,0.0466,0.147,0.918,0.0861,0.227,78.005,151827,4,2022
Labyrinth,SYNC.EXE,0.479,0.189,6,-19.324,1,0.115,0.791,0.86,0.107,0.314,61.953,142611,3,2022
Breathless,Sátyr,0.624,0.272,9,-13.63,0,0.0351,0.927,0.943,0.108,0.0501,78.002,166154,4,2022
Hometown Paradise,Two Muses After,0.68,0.522,9,-9.581,0,0.237,0.85,0.0865,0.376,0.278,79.973,157453,4,2022
Immerse,skyswimming,0.465,0.112,3,-13.368,1,0.293,0.357,0.893,0.113,0.803,170.295,125059,4,2022
Stuck,Chamon,0.771,0.576,8,-7.786,0,0.129,0.319,0.689,0.115,0.458,85.008,160949,4,2022
Ghostin',Glenn Astro,0.807,0.217,11,-11.026,1,0.0926,0.741,0.685,0.157,0.568,74.163,104510,4,2022
Tram,Nalim,0.849,0.507,9,-7.762,0,0.125,0.875,0.883,0.107,0.55,90.009,64007,4,2022
Skylines,K-Town Rollers,0.34,0.381,9,-11.26,0,0.0874,0.976,0.896,0.169,0.269,80.296,123133,4,2022
Elephant Dream,Spectateur,0.616,0.518,2,-9.907,0,0.0433,0.00594,0.769,0.177,0.255,90.048,173360,4,2022
full moon,alfrer,0.638,0.107,9,-15.946,0,0.0399,0.702,0.969,0.11,0.0478,129.963,134769,4,2022
noon,Otis Ubaka,0.655,0.326,1,-10.107,0,0.0257,0.701,0.305,0.126,0.117,100.009,148800,4,2022
How Much For This,Czapter,0.607,0.138,0,-17.498,0,0.0445,0.951,0.847,0.111,0.042,139.923,125143,4,2022
Magnitude,Kabuki,0.532,0.664,1,-10.773,1,0.0297,0.0222,0.84,0.12,0.882,143.968,166667,4,2022
Tsuki,ONO1,0.609,0.227,0,-11.815,1,0.0546,0.959,0.948,0.0921,0.595,69.944,130286,4,2022
Home,Maître Renard,0.763,0.351,4,-7.105,0,0.0585,0.75,0.6,0.0953,0.27,83.526,120719,4,2022
abbey soul,buggy beats,0.768,0.361,2,-7.771,0,0.31,0.237,0.772,0.105,0.87,169.941,147008,4,2022
Intro Flip #2,Jasper Keeling,0.805,0.594,11,-7.121,0,0.06,0.734,0.907,0.326,0.714,87.989,139261,4,2022
Mubin,Yuzostate,0.672,0.522,11,-10.16,0,0.0489,0.0623,0.779,0.107,0.938,172.021,94884,4,2022
Journey,Lushi,0.846,0.386,9,-12.356,0,0.0946,0.811,0.892,0.17,0.694,140.045,140786,4,2022
Birdsong,reverted juggles,0.867,0.168,1,-14.465,1,0.149,0.937,0.932,0.109,0.875,78.155,140375,3,2022
Light Blue,Bobby Dreamz BIG,0.782,0.477,2,-9.085,0,0.0401,0.0999,0.748,0.102,0.369,139.913,157714,4,2022
Wonderful Day,Kind Puppy,0.681,0.622,1,-9.24,0,0.0545,0.83,0.921,0.124,0.344,79.993,144000,4,2022
A Man Who Believed in Dreams,Moonspatz,0.773,0.549,9,-12.097,1,0.258,0.778,0.498,0.118,0.664,139.994,112648,4,2022
Back In Time,Florence Ada,0.577,0.337,1,-13.491,1,0.197,0.937,0.926,0.127,0.235,78.889,94177,4,2022
Cunimondo,Wun Two,0.787,0.351,2,-17.261,1,0.0393,0.689,0.797,0.111,0.799,134.067,114576,4,2022
Not Now,Inversion,0.557,0.79,2,-6.385,1,0.12,0.109,0.846,0.157,0.626,131.002,131908,4,2022
Colorful Place - Lofi Minecraft Music,LoCraft,0.632,0.139,7,-19.093,1,0.0383,0.89,0.846,0.117,0.234,67.988,186231,4,2022
Slam-Dunk,Chill Moon Music,0.44,0.434,1,-12.664,1,0.0915,0.88,0.036,0.14,0.425,83.368,87212,4,2022
"My House, Your Rules",Mean Dartin,0.627,0.636,9,-7.502,0,0.0265,0.336,0.936,0.115,0.637,86.729,134256,4,2022
Penumbra,Pishku,0.677,0.5,11,-8.307,0,0.0439,0.244,0.857,0.558,0.085,82.041,125853,4,2022
park bench,evän,0.586,0.144,6,-15.102,1,0.0586,0.955,0.929,0.0879,0.308,90.018,120604,4,2022
IV,Tom Hodge,0.292,0.261,3,-16.877,0,0.0382,0.906,0.931,0.0889,0.0374,109.953,288391,3,2022
Dumbo,Pausa Psi,0.781,0.325,0,-8.523,1,0.11,0.406,0.907,0.201,0.189,170.039,141176,3,2022
vwls,Amroa,0.837,0.277,2,-15.136,1,0.103,0.793,0.917,0.367,0.435,79.993,117008,4,2022
Treviso,Marcos Caixa,0.681,0.142,11,-13.785,0,0.231,0.532,0.776,0.261,0.184,84.97,172537,4,2022
Lazy Resolution,Funshine,0.697,0.832,11,-4.922,1,0.174,0.541,0.842,0.525,0.514,190.046,133895,4,2022
lunar,pepperonibeats,0.571,0.3,0,-13.742,1,0.0314,0.795,0.871,0.11,0.09,77.521,126968,4,2022
Halfway There,SōNE,0.716,0.706,6,-7.462,0,0.0749,0.278,0.842,0.669,0.86,152.054,132689,4,2022
little dove,Wave Five,0.845,0.388,1,-5.161,1,0.0447,0.272,0.171,0.11,0.259,74.998,129600,1,2022
summer forever,CHG,0.72,0.193,0,-17.202,1,0.181,0.947,0.905,0.14,0.343,167.9,142857,4,2022
Escolta,Devaloop,0.808,0.353,9,-8.839,1,0.0843,0.847,0.948,0.108,0.597,174.069,126207,3,2022
Hello Girl,Abstract Goddess,0.661,0.391,3,-9.618,0,0.0375,0.919,0.39,0.118,0.352,73.064,108527,4,2022
